"priority","origin","customer_type__c","subject","isdeleted","systemmodstamp","db_case_duration_hours__c","external_id__c","createddate","isclosed","casenumber","sfid","id","_hc_lastop","_hc_err","reason","valid__c","type"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan The app is not working on ...",False,"2018-09-19 16:59:46",NULL,NULL,"2018-09-19 16:59:45",False,"00002867","50046000007aFsbAAE",564,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan Still same problem. App ha...",False,"2018-09-19 16:59:56",NULL,NULL,"2018-09-19 16:59:55",False,"00002886","50046000007aFtBAAU",565,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@dantus75 @SonyTV @SrBachchan My Sony liv app d...",False,"2018-09-19 17:00:34",NULL,NULL,"2018-09-19 17:00:34",False,"00002887","50046000007aFtVAAU",566,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@ACPMajmudar @SonyTV My app buffering and crash",False,"2018-09-19 17:00:35",NULL,NULL,"2018-09-19 17:00:35",False,"00002888","50046000007aFtWAAU",567,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@Being_D_R @SonyTV @SonyLIV @SrBachchan Sir my ...",False,"2018-09-19 17:00:36",NULL,NULL,"2018-09-19 17:00:36",False,"00002890","50046000007aFtYAAU",568,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@Being_D_R @SonyTV @SonyLIV @SrBachchan Sony li...",False,"2018-09-19 17:00:36",NULL,NULL,"2018-09-19 17:00:35",False,"00002889","50046000007aFtXAAU",569,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan What the hell??? @SonyLIV ...",False,"2018-09-19 17:00:36",NULL,NULL,"2018-09-19 17:00:36",False,"00002891","50046000007aFtZAAU",570,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@iamguddu13 @SonyLIV @SonyTV @SrBachchan Bhai a...",False,"2018-09-19 17:00:37",NULL,NULL,"2018-09-19 17:00:37",False,"00002892","50046000007aFtaAAE",571,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan @SrBachchan sony liv app is not wor...",False,"2018-09-19 17:00:37",NULL,NULL,"2018-09-19 17:00:37",False,"00002893","50046000007aFtbAAE",572,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan @SonyLIV app not working ag...",False,"2018-09-19 17:00:38",NULL,NULL,"2018-09-19 17:00:37",False,"00002894","50046000007aFtcAAE",573,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan What the hell??  Such a la...",False,"2018-09-19 17:00:38",NULL,NULL,"2018-09-19 17:00:38",False,"00002895","50046000007aFtdAAE",574,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@IndiaPOCO @jaimani Please look towards the app...",False,"2018-09-19 17:00:39",NULL,NULL,"2018-09-19 17:00:39",False,"00002896","50046000007aFteAAE",575,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Playing #KBCPlayAlong in @SonyLIV sucks the ser...",False,"2018-09-20 08:20:32",NULL,NULL,"2018-09-20 08:20:31",False,"00002897","50046000007aLPlAAM",576,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV please  App sahi se chal nahi raha hai ...",False,"2018-09-20 08:20:33",NULL,NULL,"2018-09-20 08:20:33",False,"00002898","50046000007aLPmAAM",577,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@babubasu I was supposed to tell you this yeste...",False,"2018-09-20 08:20:35",NULL,NULL,"2018-09-20 08:20:35",False,"00002899","50046000007aLPqAAM",578,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@sonyliv Worst app skips questions not giving e...",False,"2018-09-20 08:20:36",NULL,NULL,"2018-09-20 08:20:36",False,"00002900","50046000007aLPrAAM",579,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @KBCsony  very poor app...never works.....",False,"2018-09-20 08:20:36",NULL,NULL,"2018-09-20 08:20:36",False,"00002901","50046000007aLPsAAM",580,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Very poor KBC App. I am very disappointing this...",False,"2018-09-20 08:20:37",NULL,NULL,"2018-09-20 08:20:36",False,"00002902","50046000007aLPtAAM",581,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV server down https://t.co/DK0zUJO1Jo",False,"2018-09-20 08:20:38",NULL,NULL,"2018-09-20 08:20:38",False,"00002904","50046000007aLPwAAM",582,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  server down. We can't play #KBC2018 ht...",False,"2018-09-20 08:20:38",NULL,NULL,"2018-09-20 08:20:37",False,"00002903","50046000007aLPvAAM",583,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Server was down during #KBC10 e1. Was not able ...",False,"2018-09-20 08:20:39",NULL,NULL,"2018-09-20 08:20:39",False,"00002906","50046000007aLPyAAM",584,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV  Redmi 4 page always crashed server do...",False,"2018-09-20 08:20:39",NULL,NULL,"2018-09-20 08:20:39",False,"00002905","50046000007aLPxAAM",585,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SonyTV @KBCsony Dear All I want to ac...",False,"2018-09-20 08:20:40",NULL,NULL,"2018-09-20 08:20:40",False,"00002907","50046000007aLPzAAM",586,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"KBC.  शुरू होते ही @SonyLIV app का Server Down ...",False,"2018-09-20 08:20:41",NULL,NULL,"2018-09-20 08:20:41",False,"00002908","50046000007aLQ0AAM",587,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV I guess server is down",False,"2018-09-20 08:20:42",NULL,NULL,"2018-09-20 08:20:41",False,"00002909","50046000007aLQ1AAM",588,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV hello sony tv same problem it so me and...",False,"2018-09-20 08:20:42",NULL,NULL,"2018-09-20 08:20:42",False,"00002911","50046000007aLQ3AAM",589,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Unable to play KBC play along from sonyliv app....",False,"2018-09-20 08:20:42",NULL,NULL,"2018-09-20 08:20:42",False,"00002910","50046000007aLQ2AAM",590,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"On episode 10th when I was playing play along K...",False,"2018-09-20 08:20:43",NULL,NULL,"2018-09-20 08:20:43",False,"00002912","50046000007aLQ4AAM",591,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Trying to play kbc but server gt down,it's Path...",False,"2018-09-20 08:20:44",NULL,NULL,"2018-09-20 08:20:44",False,"00002914","50046000007aLQ6AAM",592,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#KBC10 @SonyLIV isn't working . Server down. Wh...",False,"2018-09-20 08:20:44",NULL,NULL,"2018-09-20 08:20:43",False,"00002913","50046000007aLQ5AAM",593,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV  worst android app ever not loading pa...",False,"2018-09-20 08:20:45",NULL,NULL,"2018-09-20 08:20:45",False,"00002916","50046000007aLQ8AAM",594,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan Sir, this is Brijesh Awasthi from M...",False,"2018-09-20 08:20:45",NULL,NULL,"2018-09-20 08:20:44",False,"00002915","50046000007aLQ7AAM",595,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV worst app... Crashes a lot. @SrBachcha...",False,"2018-09-20 08:20:46",NULL,NULL,"2018-09-20 08:20:45",False,"00002917","50046000007aLQ9AAM",596,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV please do advertise that one needs to ...",False,"2018-09-20 08:20:46",NULL,NULL,"2018-09-20 08:20:46",False,"00002918","50046000007aLQAAA2",597,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Dear sir jo aap Sony liv aap kbc gamr khelne ke...",False,"2018-09-20 08:20:48",NULL,NULL,"2018-09-20 08:20:48",False,"00002920","50046000007aLQGAA2",598,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SARDARpirate @SonyLIV Worst app ..not opened t...",False,"2018-09-20 08:20:48",NULL,NULL,"2018-09-20 08:20:48",False,"00002919","50046000007aLQFAA2",599,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Sony liv server down ....Day2",False,"2018-09-20 08:20:49",NULL,NULL,"2018-09-20 08:20:49",False,"00002921","50046000007aLQKAA2",600,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan Sony liv app is just worst...",False,"2018-09-20 08:20:50",NULL,NULL,"2018-09-20 08:20:50",False,"00002923","50046000007aLQMAA2",601,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan Your app is pathetic, ques...",False,"2018-09-20 08:20:51",NULL,NULL,"2018-09-20 08:20:51",False,"00002924","50046000007aLQNAA2",602,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV Sony liv app is the worst app for live ...",False,"2018-09-24 08:04:28",NULL,NULL,"2018-09-20 08:20:50",False,"00002922","50046000007aLQLAA2",603,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Phone",NULL,"@Twitter Case #2345AS",False,"2018-10-23 13:19:41",NULL,NULL,"2017-09-20 18:03:01",False,"00001877","50046000004JYvkAAG",604,NULL,NULL,"Problem Resolved",False,"Product Support"
"Medium","YouTube",NULL,"This shop seems to be another version of Geetan...",False,"2019-02-20 02:22:15",NULL,NULL,"2019-02-20 02:22:14",False,"00002939","50046000009xw6MAAQ",605,NULL,NULL,"Problem Resolved",False,"General"
"Medium","YouTube",NULL,"Latest Gold Light Weight Jhumki Designs With We...",False,"2019-02-20 02:26:38",NULL,NULL,"2019-02-20 02:26:38",False,"00002940","50046000009xw8VAAQ",606,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"By Elaine Low LOS ANGELES (Variety) – Lorne Mic...",False,"2019-02-20 03:06:45",NULL,NULL,"2019-02-20 03:03:09",False,"00002942","50046000009xwFjAAI",607,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Not quite ready for Baywatch !#Theticket #Anant...",False,"2019-02-26 05:55:05",NULL,NULL,"2017-05-14 06:10:53",True,"00001843","50046000002PHStAAO",608,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@alkagurha It is sad we dont have enough script...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:27:28",True,"00001991","50046000007aCb9AAE",609,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"EP one ( part -4) Well it's very sad for fandom...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:29:28",True,"00001998","50046000007aCbxAAE",610,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV Why??? No...sooo sad.. https://t.co/gtc...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:31:23",True,"00002002","50046000007aCcMAAU",611,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"This weekend may be over, but don't be sad! We'...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:31:21",True,"00001999","50046000007aCc7AAE",612,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"We are truly sad to see KRISHNAKALI SAHA leave ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:31:22",True,"00002001","50046000007aCcHAAU",613,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Twitter channel not working.",False,"2019-02-26 05:55:05",NULL,NULL,"2017-05-12 16:53:59",True,"00001833","50046000002PH0uAAG",614,NULL,NULL,"Problem Resolved",False,NULL
"Medium","Twitter",NULL,"Took a short break on the drive to Batticaloa t...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-01-17 08:28:48",True,"00001929","50046000005fwJhAAI",615,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Natural and #herbal alternative to harmful chem...",False,"2019-02-26 05:55:05",NULL,NULL,"2017-09-25 05:08:43",True,"00001885","50046000004JmUtAAK",616,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@future_care Probably the WORST furniture buyin...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-02-23 10:21:02",True,"00001947","500460000063mFFAAY",617,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@LODHA learn from India's premier real estate d...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-03-29 06:15:18",True,"00001961","50046000006FIdHAAW",618,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@thanecityonline @malavi_sandeep @TMCsmartcity ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-03-28 07:40:37",True,"00001954","50046000006F38OAAS",619,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Play with the rich vibrant hues of crimson and ...",False,"2019-02-26 05:55:05",NULL,NULL,"2017-09-22 05:33:12",True,"00001879","50046000004Jg6BAAS",620,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Attended Sanvad Sabha at sion assembly , Bharan...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-02-16 07:48:24",True,"00001934","50046000005iFY4AAM",621,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"https://t.co/cBj0P9yAt0 My visit to the Temple ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-03-21 07:21:25",True,"00001949","50046000006DP8TAAW",622,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"India's SpiceJet to launch freighter service; d...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-08-08 08:10:13",True,"00001985","50046000007B169AAC",623,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@flyspicejet This was the ticket which my dad h...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-08-08 08:47:15",True,"00001986","50046000007B17lAAC",624,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Jet Airways announces salary cuts between 5 and...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-08-02 06:53:51",True,"00001983","50046000007AVmhAAG",625,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@VikasbansalEF @SrBachchan @babubasu @SonyTV @B...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:28:25",True,"00001993","50046000007aCbTAAU",626,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@Nimik_admirers @001Danish @SonyTV @Udaymaxout ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:28:30",True,"00001996","50046000007aCbdAAE",627,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"A camera shy Polonnaruwa lion....  #Travel #Sri...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-01-17 08:18:05",True,"00001928","50046000005fwJ8AAI",628,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Kandy Lake Comfort ... and the Wood Apples are ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-01-17 08:15:10",True,"00001927","50046000005fwIyAAI",629,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"EP one ( part -4) Well it's very sad for fandom...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:28:29",True,"00001995","50046000007aCbZAAU",630,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"EP one ( part -4) Well it's very sad for fandom...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:28:28",True,"00001994","50046000007aCbYAAU",631,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"MORTGAGE LOAN AGAINST PROPERTY WITHOUT BRS  LOA...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-06-11 09:21:05",True,"00001973","50046000006s2zFAAQ",632,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Are u still saying that I have to send my perso...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-08-08 07:01:31",True,"00001984","50046000007B12UAAS",633,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Like and Share if you want this Girls Set 3 pcs...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-08-23 10:10:58",True,"00001987","500460000078dO3AAI",634,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@NurdanKBBC @KarabashevaAmi1 @SrBachchan @israi...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:59",True,"00002114","50046000007aCssAAE",635,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@avigowariker Waiting for your KBC /Amit B,😩sa...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:29:27",True,"00001997","50046000007aCbsAAE",636,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"This weekend may be over, but don't be sad! We'...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 08:31:21",True,"00002000","50046000007aCcCAAU",637,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"We all know KBC (Kaun Banega Crorepati ) is Goo...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:25",True,"00002040","50046000007aCqGAAU",638,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/gjTIPcpdj...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:26",True,"00002044","50046000007aCqKAAU",639,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@Swetaprasad19 @SrBachchan HERO of the MILLENNI...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:31",True,"00002049","50046000007aCqXAAU",640,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:11",True,"00002011","50046000007aCpZAAU",641,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/Xxw0POhLC...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:12",True,"00002014","50046000007aCpeAAE",642,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:14",True,"00002018","50046000007aCpiAAE",643,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:14",True,"00002019","50046000007aCpjAAE",644,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@BeingSalmanKhan @ayushmannk @SonyTV Who is you...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:32",True,"00002050","50046000007aCqYAAU",645,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan Good morning SIR. Just Awesome pics...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:34",True,"00002052","50046000007aCqhAAE",646,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/H6RazMvyb...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:05:13",True,"00002054","50046000007aCqwAAE",647,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/VkghDQ5Xj...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:05:15",True,"00002059","50046000007aCr1AAE",648,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/Q1VJWIrs6...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:05:17",True,"00002064","50046000007aCr6AAE",649,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/KDhvRdUn8...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:05:17",True,"00002065","50046000007aCr7AAE",650,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"The night couldn’t get any more entertaining! N...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:05:18",True,"00002066","50046000007aCr8AAE",651,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/0pU8JxBoV...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:18",True,"00002026","50046000007aCptAAE",652,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch🙏,  Only 2Days left in the ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:19",True,"00002027","50046000007aCpuAAE",653,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/DZGxFYS7b...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:19",True,"00002028","50046000007aCpvAAE",654,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/le6Vti4Ff...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:04:20",True,"00002029","50046000007aCpyAAE",655,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:42",True,"00002092","50046000007aCsSAAU",656,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:43",True,"00002093","50046000007aCsTAAU",657,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:43",True,"00002094","50046000007aCsUAAU",658,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:57",True,"00002110","50046000007aCsoAAE",659,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:58",True,"00002111","50046000007aCspAAE",660,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @indianidoli @indianidol2017 @ManishPau...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:58",True,"00002112","50046000007aCsqAAE",661,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@salman_ali_sing Amazing singing  One of the be...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:06:58",True,"00002113","50046000007aCsrAAE",662,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/H3g9aCZA6...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:05:16",True,"00002060","50046000007aCr2AAE",663,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:02",True,"00002117","50046000007aCszAAE",664,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:02",True,"00002118","50046000007aCt0AAE",665,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:03",True,"00002119","50046000007aCt1AAE",666,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/vmDn1jurb...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:05",True,"00002120","50046000007aCt2AAE",667,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Don't miss to watch...!!!!   Only 2Days left in...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:07",True,"00002124","50046000007aCt6AAE",668,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/ScKzLsSIg...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:07",True,"00002125","50046000007aCt7AAE",669,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@RandeepRai_Fc @irandeeprai @SonyTVUSA @SonyTV ...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:14",True,"00002126","50046000007aCtCAAU",670,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@AnkushB53191059 @Ankush_Fanclub @SonyTV @iAmNe...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:15",True,"00002127","50046000007aCtDAAU",671,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Bookmark this tweet, 5 yrs from now this will b...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:17",True,"00002128","50046000007aCtHAAU",672,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"A good start again👍, since many gave up, those...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:17",True,"00002129","50046000007aCtIAAU",673,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan Watching #IndianIdol .. Tod...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:18",True,"00002130","50046000007aCtJAAU",674,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Very Entertaining",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:18",True,"00002131","50046000007aCtKAAU",675,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@Nimik_admirers @001Danish @SonyTV @EDKV_S2 @Ud...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:25",True,"00002132","50046000007aCtRAAU",676,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Congratulations to VIBHOR for winning Performer...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:07:31",True,"00002144","50046000007aCtlAAE",677,NULL,NULL,"Problem Resolved",False,"General"
